,Country,Fulfill Via,Shipment Mode,Sub Classification,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
8796,Rwanda,From RDC,Truck,Adult,30,61123,658905.94,10.78,0.36,Yes,8281.0,14311.0,815.07
8797,Côte d'Ivoire,From RDC,Truck,Adult,120,54000,1020600.0,18.9,0.16,Yes,11971.0,44448.75,1262.48
8798,Zimbabwe,From RDC,Truck,Adult,30,225000,2425500.0,10.78,0.36,Yes,37973.0,15873.95,3000.34
8799,Rwanda,From RDC,Truck,Adult,60,30666,67771.86,2.21,0.04,Yes,1878.0,11085.83,83.83
8800,Nigeria,From RDC,Air Charter,Adult,60,92125,608025.0,6.6,0.11,Yes,7982.0,45180.63,625.05
8801,Nigeria,From RDC,Air Charter,Pediatric,90,10534,97966.2,9.3,0.1,Yes,2.0,45180.62,100.71
8802,Guyana,From RDC,Air,Adult,120,1031,20321.01,19.71,0.16,Yes,298.0,4353.04,20.89
8804,Zambia,From RDC,Air,Pediatric,100,6778,8811.4,1.3,0.01,Yes,1358.0,3150.3,9.06
8806,Mozambique,From RDC,Truck,Adult,30,2555,34543.6,13.52,0.45,Yes,227.0,227.19,35.51
8807,Mozambique,From RDC,Truck,Adult,30,20340,65291.4,3.21,0.11,Yes,1242.0,9384.0,67.12
8808,Tanzania,From RDC,Truck,Adult,120,14758,278926.2,18.9,0.16,Yes,3030.0,2994.62,345.03
8810,Zimbabwe,From RDC,Truck,Adult,30,153560,721732.0,4.7,0.16,Yes,18528.0,31514.85,741.94
8811,Zimbabwe,From RDC,Truck,Adult,60,44716,101058.16,2.26,0.04,Yes,5925.0,13770.65,103.89
8814,Mozambique,From RDC,Truck,Adult,30,800,3024.0,3.78,0.13,Yes,64.0,166.96,3.11
8815,Mozambique,From RDC,Truck,Adult,30,108650,348766.5,3.21,0.11,Yes,9741.0,9360.14,358.53
8817,Mozambique,From RDC,Truck,Adult,60,26700,66483.0,2.49,0.04,Yes,1307.0,1482.7,68.34
8818,Zambia,From RDC,Truck,Adult,60,100000,652000.0,6.52,0.11,Yes,8528.0,8635.96,670.26
8819,Zambia,From RDC,Truck,Adult,60,39132,86481.72,2.21,0.04,Yes,2426.0,2413.89,88.9
8822,Rwanda,From RDC,Air,Pediatric,60,2274,8527.5,3.75,0.06,Yes,100.0,1511.4,8.77
8824,Tanzania,From RDC,Truck,Pediatric,60,20000,74600.0,3.73,0.06,Yes,3431.0,19379.94,92.28
8825,Zambia,From RDC,Truck,Adult,120,32905,648557.55,19.71,0.16,Yes,5111.0,10944.73,666.72
8826,Mozambique,From RDC,Truck,Adult,60,74930,607682.3,8.11,0.14,Yes,9100.0,6507.33,624.7
8827,"Congo, DRC",From RDC,Air,Pediatric,240,1090,2289.0,2.1,0.01,Yes,408.0,5580.44,2.35
8828,Rwanda,From RDC,Air,Pediatric,240,2125,4462.5,2.1,0.01,Yes,796.0,5603.78,5.52
8829,"Congo, DRC",From RDC,Air,Adult,60,2651,14421.44,5.44,0.09,Yes,155.0,3028.36,14.83
8831,Uganda,From RDC,Truck,Pediatric,60,4000,8600.0,2.15,0.04,Yes,474.0,1332.7,8.84
8833,Zambia,From RDC,Truck,Adult,30,11536,54219.2,4.7,0.16,Yes,1046.0,1157.78,55.74
8834,Zambia,From RDC,Truck,Pediatric,240,10000,13000.0,1.3,0.01,Yes,3731.0,4329.61,13.36
8835,Guyana,From RDC,Air,Pediatric,240,100,838.0,8.38,0.03,Yes,44.0,863.24,0.86
8837,Zimbabwe,From RDC,Truck,Pediatric,60,15000,29850.0,1.99,0.03,Yes,1037.0,891.65,30.69
8841,Tanzania,From RDC,Truck,Adult,30,12783,151989.87,11.89,0.4,Yes,1371.0,7585.82,156.25
8842,Côte d'Ivoire,From RDC,Truck,Pediatric,60,137,697.33,5.09,0.08,Yes,2014.0,7726.12,0.72
8843,Côte d'Ivoire,From RDC,Truck,Adult,30,64445,206868.45,3.21,0.11,Yes,5678.0,20052.11,212.66
8844,Côte d'Ivoire,From RDC,Truck,Adult,60,126840,853633.2,6.73,0.11,Yes,11283.0,42947.44,877.53
8847,Uganda,From RDC,Truck,Adult,30,45000,485100.0,10.78,0.36,Yes,5083.0,6948.04,498.68
8849,Nigeria,From RDC,Air Charter,Adult,60,33147,218770.2,6.6,0.11,Yes,32.0,5798.14,224.9
8850,Nigeria,From RDC,Air Charter,Adult,60,320300,2472716.0,7.72,0.13,Yes,87076.0,194623.44,2541.95
8852,Zambia,From RDC,Truck,Adult,60,132000,871200.0,6.6,0.11,Yes,10615.0,22520.71,895.59
8853,Nigeria,From RDC,Air Charter,Adult,30,4,18.44,4.61,0.15,Yes,34119.0,69737.0,0.02
8854,Uganda,From RDC,Truck,Pediatric,60,6000,11940.0,1.99,0.03,Yes,404.0,2055.25,14.05
8855,Tanzania,From RDC,Truck,Pediatric,60,19389,38778.0,2.0,0.03,Yes,1293.0,4916.0,39.86
8856,Nigeria,From RDC,Air Charter,Adult,60,3194,24657.68,7.72,0.13,Yes,23220.0,51645.79,25.35
8857,Uganda,From RDC,Air,Adult,120,11607,219372.3,18.9,0.16,Yes,2653.0,14056.46,258.2
8859,Rwanda,From RDC,Air,Pediatric,60,1700,3315.0,1.95,0.03,Yes,268.0,1061.37,3.9
8860,Nigeria,From RDC,Air Charter,Adult,60,51431,335330.12,6.52,0.11,Yes,19196.0,43055.82,344.72
8861,Zambia,From RDC,Truck,Adult,30,108856,339630.72,3.12,0.1,Yes,6431.0,43219.06,399.75
8863,"Congo, DRC",From RDC,Air,Pediatric,240,140,956.2,6.83,0.03,Yes,139.0,973.2,1.13
8865,Nigeria,From RDC,Air Charter,Pediatric,60,912,3283.2,3.6,0.06,Yes,71.0,134.0,3.38
8869,Nigeria,From RDC,Air Charter,Pediatric,60,13660,49176.0,3.6,0.06,Yes,849.0,1871.34,50.55
8871,Nigeria,From RDC,Air Charter,Adult,30,121000,1161600.0,9.6,0.32,Yes,35884.0,68103.71,1194.12
8873,Uganda,From RDC,Truck,Pediatric,60,14476,57180.2,3.95,0.07,Yes,839.0,8402.24,67.3
8874,Cameroon,From RDC,Air,Pediatric,90,3101,28839.3,9.3,0.1,Yes,195.0,4257.91,33.94
8891,Côte d'Ivoire,From RDC,Air,Pediatric,240,4464,8570.88,1.92,0.01,Yes,1655.0,1211.48,16.8
8893,Côte d'Ivoire,From RDC,Air,Pediatric,30,3444,7714.56,2.24,0.07,Yes,200.0,1211.48,15.12
8895,Uganda,From RDC,Air,Adult,30,5000,28900.0,5.78,0.19,Yes,907.0,9044.65,56.64
8896,Nigeria,From RDC,Air Charter,Adult,60,755,16172.1,21.42,0.36,Yes,75.0,11637.64,31.7
8897,Nigeria,From RDC,Air Charter,Adult,30,168,971.04,5.78,0.19,Yes,15.0,11637.64,1.9
8898,Haiti,From RDC,Air,Pediatric,30,572,1281.28,2.24,0.07,Yes,33.0,1062.95,2.76
8899,Uganda,From RDC,Air,Adult,30,2000,20000.0,10.0,0.33,Yes,168.0,2990.92,43.12
8900,Nigeria,From RDC,Air,Adult,60,40080,454908.0,11.35,0.19,Yes,4498.0,19480.97,891.62
8902,Haiti,From RDC,Air,Adult,30,26712,154395.36,5.78,0.19,Yes,2342.0,12016.69,332.88
8906,Côte d'Ivoire,From RDC,Air,Adult,60,9876,26961.48,2.73,0.05,Yes,941.0,7779.96,58.13
8907,Côte d'Ivoire,From RDC,Air,Adult,30,6464,169680.0,26.25,0.88,Yes,571.0,1949.41,365.83
8915,Mozambique,From RDC,Truck,Adult,60,30315,340134.3,11.22,0.19,Yes,3563.0,3423.26,666.66
8919,Uganda,From RDC,Truck,Adult,30,3680,36800.0,10.0,0.33,Yes,328.0,3522.52,79.34
8921,Uganda,From RDC,Air,Adult,60,1600,14016.0,8.76,0.15,Yes,13.0,1758.6,30.22
8922,Nigeria,From RDC,Air Charter,Adult,30,3500,16625.0,4.75,0.16,Yes,309.0,9736.1,35.84
8923,Nigeria,From RDC,Air Charter,Adult,30,188,893.0,4.75,0.16,Yes,17.0,9736.1,1.93
8924,Nigeria,From RDC,Air Charter,Adult,90,250,6875.0,27.5,0.31,Yes,42.0,9736.1,14.82
8926,Nigeria,From RDC,Air Charter,Adult,30,9852,98520.0,10.0,0.33,Yes,1078.0,9736.1,212.41
8927,Guyana,From RDC,Air,Pediatric,60,330,2547.6,7.72,0.13,Yes,71.0,1721.53,5.49
8928,Uganda,From RDC,Air,Adult,60,17000,190740.0,11.22,0.19,Yes,2156.0,14467.75,411.24
8929,Uganda,From RDC,Air,Adult,60,5000,43800.0,8.76,0.15,Yes,338.0,4159.73,94.43
8930,Tanzania,From RDC,Air,Pediatric,60,2159,16667.48,7.72,0.13,Yes,454.0,3219.93,35.94
8939,Uganda,From RDC,Air,Adult,30,1500,17625.0,11.75,0.39,Yes,109.0,2288.29,38.0
8940,Nigeria,From RDC,Air,Adult,60,176143,1543012.68,8.76,0.15,Yes,15200.0,9735.95,3326.74
8941,Uganda,From RDC,Air,Adult,60,2500,6825.0,2.73,0.05,Yes,132.0,3661.42,14.71
8953,Nigeria,From RDC,Air Charter,Adult,60,5000,56100.0,11.22,0.19,Yes,659.0,6147.18,120.95
8954,Nigeria,From RDC,Air Charter,Adult,30,3000,35250.0,11.75,0.39,Yes,270.0,6147.18,76.0
8957,Uganda,From RDC,Air,Adult,30,4000,47000.0,11.75,0.39,Yes,365.0,6068.75,101.33
8958,Nigeria,From RDC,Air Charter,Adult,60,28600,78078.0,2.73,0.05,Yes,3344.0,6147.14,168.34
8959,Nigeria,From RDC,Air Charter,Adult,60,3322,9069.06,2.73,0.05,Yes,377.0,6147.18,19.55
8962,Côte d'Ivoire,From RDC,Air,Adult,60,61920,542419.2,8.76,0.15,Yes,5334.0,8815.65,1169.46
8963,Uganda,From RDC,Air,Adult,60,40213,343821.15,8.55,0.14,Yes,3457.0,35689.71,741.28
8964,Zambia,From RDC,Air,Adult,60,56054,327915.9,5.85,0.1,Yes,15140.0,16249.55,706.99
8965,Zambia,From RDC,Air,Adult,60,6580,15331.4,2.33,0.04,Yes,579.0,4658.75,33.05
8971,Haiti,From RDC,Air,Pediatric,200,600,810.0,1.35,0.01,Yes,69.0,29153.27,1.75
8974,Zambia,From RDC,Truck,Adult,60,150000,399000.0,2.66,0.04,Yes,8754.0,8109.91,860.24
8979,Mozambique,From RDC,Air,Adult,60,8556,28063.68,3.28,0.05,Yes,643.0,4156.94,60.51
8982,Zambia,From RDC,Truck,Adult,60,17045,270845.05,15.89,0.26,Yes,20752.0,17520.43,583.94
8985,Côte d'Ivoire,From RDC,Air,Adult,60,800,13152.0,16.44,0.27,Yes,364.0,2700.18,28.36
8986,Uganda,From RDC,Truck,Adult,60,9255,103841.1,11.22,0.19,Yes,1243.0,6120.6,223.88
8990,Guatemala,From RDC,Air,Adult,60,2005,31077.5,15.5,0.26,Yes,2634.0,20805.8,51.28
8992,Tanzania,From RDC,Air,Pediatric,60,2292,17694.24,7.72,0.13,Yes,617.0,1647.0,38.15
8996,Côte d'Ivoire,From RDC,Air,Pediatric,240,448,6137.6,13.7,0.06,Yes,1135.0,17941.47,10.13
8998,Nigeria,From RDC,Air Charter,Adult,30,19836,395133.12,19.92,0.66,Yes,2164.0,12601.06,851.91
8999,Uganda,From RDC,Truck,Adult,30,45000,194400.0,4.32,0.14,Yes,5075.0,23711.16,320.76
9000,Zimbabwe,From RDC,Truck,Adult,60,9073,22773.23,2.51,0.04,Yes,521.0,2494.56,49.1
9002,Zimbabwe,From RDC,Truck,Pediatric,90,811,7874.81,9.71,0.11,Yes,103.0,1224.02,16.98
9003,Tanzania,From RDC,Truck,Adult,30,28200,561744.0,19.92,0.66,Yes,3076.0,3859.0,926.88
9004,Nigeria,From RDC,Air Charter,Adult,30,3000,19710.0,6.57,0.22,Yes,263.0,13398.06,32.52
9008,Ghana,From RDC,Air,Adult,30,10914,70067.88,6.42,0.21,Yes,611.0,226.25,115.61
9009,Mozambique,From RDC,Truck,Adult,60,420,588.0,1.4,0.02,Yes,36.0,843.36,0.97
9010,Zimbabwe,From RDC,Air,Pediatric,60,5287,17447.1,3.3,0.06,Yes,357.0,2001.46,37.62
9011,Haiti,From RDC,Air,Pediatric,240,3100,6045.0,1.95,0.01,Yes,1156.0,14661.14,13.03
9015,Tanzania,From RDC,Truck,Adult,30,3428,68285.76,19.92,0.66,Yes,396.0,1047.17,112.67
9016,Zimbabwe,From RDC,Truck,Pediatric,60,24940,105995.0,4.25,0.07,Yes,1456.0,2326.77,228.53
9017,Zimbabwe,From RDC,Truck,Pediatric,240,808,10100.0,12.5,0.05,Yes,298.0,1360.32,16.66
9019,Côte d'Ivoire,From RDC,Air,Adult,60,8640,129945.6,15.04,0.25,Yes,777.0,3274.41,214.41
9020,Mozambique,From RDC,Truck,Adult,60,1458,3397.14,2.33,0.04,Yes,79.0,1078.61,5.61
9021,Tanzania,From RDC,Truck,Pediatric,60,9940,42245.0,4.25,0.07,Yes,562.0,6614.27,69.7
9022,Haiti,From RDC,Air,Pediatric,240,320,4000.0,12.5,0.05,Yes,122.0,2053.52,6.6
9023,Rwanda,From RDC,Truck,Adult,30,263,5260.0,20.0,0.67,Yes,21.0,14622.43,8.68
9025,Kenya,From RDC,Air,Pediatric,240,4000,7800.0,1.95,0.01,Yes,1496.0,5752.74,10.94
9028,Nigeria,From RDC,Air Charter,Adult,60,129958,1458128.76,11.22,0.19,Yes,18907.0,15322.73,2405.91
9031,Guyana,From RDC,Air,Pediatric,240,284,525.4,1.85,0.01,Yes,103.0,1783.38,0.87
9032,Haiti,From RDC,Air,Pediatric,240,4000,8400.0,2.1,0.01,Yes,1587.0,16163.28,13.86
9042,Mozambique,From RDC,Truck,Pediatric,240,41998,81896.1,1.95,0.01,Yes,12489.0,9458.64,135.13
9044,"Congo, DRC",From RDC,Air,Adult,60,73,170.09,2.33,0.04,Yes,5.0,491.43,0.24
9046,Tanzania,From RDC,Truck,Pediatric,90,6510,57743.7,8.87,0.1,Yes,830.0,1698.83,95.28
9047,Côte d'Ivoire,From RDC,Air,Adult,30,47614,196169.68,4.12,0.14,Yes,3453.0,9657.88,275.03
9049,Nigeria,From RDC,Air Charter,Pediatric,90,1530,13571.1,8.87,0.1,Yes,233.0,25231.96,19.03
9050,Nigeria,From RDC,Air Charter,Adult,30,3000,16500.0,5.5,0.18,Yes,188.0,25231.96,23.13
9051,Nigeria,From RDC,Air Charter,Adult,60,19501,45437.33,2.33,0.04,Yes,2046.0,25231.96,63.7
9052,Tanzania,From RDC,Truck,Pediatric,60,11262,47863.5,4.25,0.07,Yes,641.0,3279.25,78.97
9053,Zambia,From RDC,Truck,Adult,30,54850,492004.5,8.97,0.3,Yes,2236.0,5447.21,811.81
9060,Zambia,From RDC,Truck,Adult,60,15000,219450.0,14.63,0.24,Yes,1677.0,8510.81,307.67
9061,Mozambique,From RDC,Truck,Adult,60,4666,25103.08,5.38,0.09,Yes,346.0,3580.36,41.42
9065,Zambia,From RDC,Truck,Adult,30,109226,450011.12,4.12,0.14,Yes,6636.0,10598.2,630.92
9066,Nigeria,From RDC,Air Charter,Adult,60,326131,3587441.0,11.0,0.18,Yes,46522.0,27441.22,5029.59
9067,Dominican Republic,From RDC,Air,Adult,60,1005,2341.65,2.33,0.04,Yes,544.0,4392.94,3.28
9070,Nigeria,From RDC,Air Charter,Adult,30,39680,219827.2,5.54,0.18,Yes,3329.0,27441.25,308.2
9073,Haiti,From RDC,Air,Adult,30,50928,282141.12,5.54,0.18,Yes,5456.0,53775.56,395.56
9074,Zambia,From RDC,Truck,Adult,60,7452,97993.8,13.15,0.22,Yes,737.0,4496.13,137.39
9079,Côte d'Ivoire,From RDC,Air Charter,Adult,60,3136,94080.0,30.0,0.5,Yes,478.0,2330.22,131.9
9080,Guyana,From RDC,Air,Pediatric,240,230,425.5,1.85,0.01,Yes,83.0,1075.62,0.6
9081,Zambia,From RDC,Truck,Adult,60,181926,443899.44,2.44,0.04,Yes,11438.0,4496.15,622.35
9082,Nigeria,From RDC,Air Charter,Adult,60,20000,46600.0,2.33,0.04,Yes,2238.0,17090.0,65.33
9083,Nigeria,From RDC,Air Charter,Adult,30,27911,154626.94,5.54,0.18,Yes,11969.0,17090.0,216.79
9084,Libya,From RDC,Air,Adult,30,2816,15488.0,5.5,0.18,Yes,231.0,1474.9,21.71
9087,Nigeria,From RDC,Air Charter,Adult,60,732,1705.56,2.33,0.04,Yes,57.0,21347.13,2.39
9090,Uganda,From RDC,Air,Adult,60,26574,206745.72,7.78,0.13,Yes,2369.0,19980.62,289.86
9092,Côte d'Ivoire,From RDC,Truck,Pediatric,240,608,7600.0,12.5,0.05,Yes,223.0,2641.45,10.66
9093,Tanzania,From RDC,Truck,Pediatric,60,38347,105837.72,2.76,0.05,Yes,1502.0,6900.62,148.38
9095,Côte d'Ivoire,From RDC,Truck,Pediatric,30,2528,27808.0,11.0,0.37,Yes,740.0,4754.52,38.99
9096,Rwanda,From RDC,Air,Adult,120,7541,223816.88,29.68,0.25,Yes,2003.0,32401.62,313.79
9100,Guyana,From RDC,Air,Adult,60,25,33.0,1.32,0.02,Yes,5.0,931.34,0.05
9106,Zimbabwe,From RDC,Truck,Pediatric,240,80,1000.0,12.5,0.05,Yes,29.0,588.72,1.4
9109,Uganda,From RDC,Truck,Adult,60,22783,55134.86,2.42,0.04,Yes,1285.0,6265.36,77.3
9110,Uganda,From RDC,Truck,Adult,60,26432,63965.44,2.42,0.04,Yes,1499.0,10915.97,89.68
9111,Rwanda,From RDC,Air,Adult,30,50400,197064.0,3.91,0.13,Yes,3090.0,16603.9,276.28
9114,Mozambique,From RDC,Truck,Adult,60,17520,171871.2,9.81,0.16,Yes,9370.0,3855.94,240.96
9116,Zimbabwe,From RDC,Truck,Adult,60,69737,168763.54,2.42,0.04,Yes,4028.0,8751.99,236.61
9117,Côte d'Ivoire,From RDC,Truck,Adult,30,56228,204669.92,3.64,0.12,Yes,6242.0,17129.96,286.95
9119,Zambia,From RDC,Truck,Adult,60,50000,122000.0,2.44,0.04,Yes,7567.0,16697.66,171.04
9121,Nigeria,From RDC,Air,Adult,120,51861,1384688.7,26.7,0.22,Yes,14647.0,15459.09,1941.33
9122,Côte d'Ivoire,From RDC,Truck,Pediatric,60,15120,41731.2,2.76,0.05,Yes,959.0,4424.91,58.51
9123,Zambia,From RDC,Truck,Adult,60,876,1892.16,2.16,0.04,Yes,44.0,3951.02,2.65
9124,Nigeria,From RDC,Air,Pediatric,90,6654,48574.2,7.3,0.08,Yes,465.0,51090.0,68.1
9125,Zimbabwe,From RDC,Truck,Adult,60,16971,131016.12,7.72,0.13,Yes,1464.0,8000.72,183.68
9126,Uganda,From RDC,Air,Adult,60,2131,4602.96,2.16,0.04,Yes,117.0,2005.48,6.45
9127,Tanzania,From RDC,Truck,Adult,120,574,15325.8,26.7,0.22,Yes,4758.0,6031.15,21.49
9128,Mozambique,From RDC,Truck,Adult,60,84875,816497.5,9.62,0.16,Yes,18031.0,7433.02,1144.73
9133,Nigeria,From RDC,Air Charter,Adult,60,22790,165683.3,7.27,0.12,Yes,22259.0,29780.5,232.29
9137,Zimbabwe,From RDC,Truck,Adult,30,810,11307.6,13.96,0.47,Yes,52.0,1600.0,15.85
9147,Guyana,From RDC,Air,Adult,60,3485,7876.1,2.26,0.04,Yes,214.0,3066.05,9.74
9151,Tanzania,From RDC,Truck,Adult,30,31512,191277.84,6.07,0.2,Yes,2635.0,3300.95,236.61
9152,Uganda,From RDC,Truck,Pediatric,240,36229,70646.55,1.95,0.01,Yes,13310.0,12203.29,87.39
9153,Tanzania,From RDC,Truck,Adult,30,1980,7999.2,4.04,0.13,Yes,126.0,1382.0,11.21
9159,Uganda,From RDC,Truck,Adult,30,26940,126618.0,4.7,0.16,Yes,2517.0,11803.13,156.63
9161,Uganda,From RDC,Truck,Pediatric,60,5861,24323.15,4.15,0.07,Yes,345.0,3426.68,30.09
9162,Nigeria,From RDC,Air Charter,Adult,30,59615,772610.4,12.96,0.43,Yes,7722.0,14547.55,1083.2
9163,Nigeria,From RDC,Air Charter,Pediatric,60,9627,21757.02,2.26,0.04,Yes,486.0,14547.55,26.91
9164,Rwanda,From RDC,Air,Pediatric,240,3000,6300.0,2.1,0.01,Yes,1151.0,7086.88,7.79
9165,Nigeria,From RDC,Air Charter,Adult,60,31132,267112.56,8.58,0.14,Yes,5041.0,20666.08,330.42
9166,Mozambique,From RDC,Truck,Adult,60,10000,129600.0,12.96,0.22,Yes,1033.0,7951.22,160.32
9171,Zambia,From RDC,Truck,Adult,30,53787,697079.52,12.96,0.43,Yes,6342.0,42040.3,862.29
9172,Zambia,From RDC,Truck,Adult,60,107832,754824.0,7.0,0.12,Yes,8744.0,12651.44,1058.26
9175,Zimbabwe,From RDC,Truck,Pediatric,60,49000,203350.0,4.15,0.07,Yes,3573.0,11133.66,251.54
9176,Tanzania,From RDC,Truck,Pediatric,60,578,2312.0,4.0,0.07,Yes,24.0,1506.5,2.86
9179,Tanzania,From RDC,Air,Adult,60,60000,495600.0,8.26,0.14,Yes,7857.0,40857.69,613.06
9183,Burundi,From RDC,Air,Pediatric,240,927,1714.95,1.85,0.01,Yes,891.0,4674.58,2.12
9188,Uganda,From RDC,Air,Adult,60,50000,413000.0,8.26,0.14,Yes,6481.0,36226.26,510.88
9189,Uganda,From RDC,Air,Adult,60,59680,512054.4,8.58,0.14,Yes,9886.0,58707.0,633.41
9191,Burundi,From RDC,Air,Adult,30,2562,15551.34,6.07,0.2,Yes,240.0,1634.38,19.24
9192,Tanzania,From RDC,Truck,Pediatric,240,14146,27584.7,1.95,0.01,Yes,5475.0,17114.5,34.12
9194,Zambia,From RDC,Truck,Adult,60,62000,710520.0,11.46,0.19,Yes,6795.0,14316.94,878.91
9199,Zambia,From RDC,Truck,Adult,60,80000,180800.0,2.26,0.04,Yes,6502.0,13300.01,223.65
9200,Nigeria,From RDC,Air Charter,Adult,60,123700,1061346.0,8.58,0.14,Yes,18882.0,20225.07,1312.89
9202,Zambia,From RDC,Truck,Pediatric,60,20000,77800.0,3.89,0.06,Yes,117.0,5900.0,96.24
9203,Burundi,From RDC,Air,Adult,30,6120,68238.0,11.15,0.37,Yes,820.0,4581.26,84.41
9204,Uganda,From RDC,Truck,Adult,60,990,11345.4,11.46,0.19,Yes,597.0,2279.5,14.03
9206,Tanzania,From RDC,Truck,Pediatric,60,50000,194500.0,3.89,0.06,Yes,2791.0,10167.54,240.6
9207,Côte d'Ivoire,From RDC,Truck,Adult,60,4800,10704.0,2.23,0.04,Yes,216.0,4017.7,13.24
9208,Guyana,From RDC,Air,Pediatric,240,81,117.45,1.45,0.01,Yes,32.0,728.3,0.15
9209,Mozambique,From RDC,Truck,Adult,60,33650,187767.0,5.58,0.09,Yes,6904.0,5816.46,232.27
9210,Côte d'Ivoire,From RDC,Truck,Pediatric,30,1200,0.0,0.0,0.0,Yes,80.0,1532.73,0.0
9213,Côte d'Ivoire,From RDC,Air,Adult,30,9744,45796.8,4.7,0.16,Yes,989.0,12924.8,56.65
9218,Côte d'Ivoire,From RDC,Truck,Adult,30,50510,549043.7,10.87,0.36,Yes,6766.0,18278.07,679.17
9220,Uganda,From RDC,Air,Adult,60,23819,53830.94,2.26,0.04,Yes,1447.0,8854.24,55.34
9222,Côte d'Ivoire,From RDC,Truck,Adult,30,72300,240759.0,3.33,0.11,Yes,4392.0,18607.76,337.54
9223,Zimbabwe,From RDC,Truck,Pediatric,60,290000,1087500.0,3.75,0.06,Yes,16192.0,18090.64,1345.24
9229,Côte d'Ivoire,From RDC,Truck,Adult,30,6377,29971.9,4.7,0.16,Yes,833.0,4730.18,37.08
9230,Côte d'Ivoire,From RDC,Air,Adult,60,1481,3184.15,2.15,0.04,Yes,141.0,1400.0,3.94
9231,Mozambique,From RDC,Truck,Adult,30,3456,16243.2,4.7,0.16,Yes,358.0,3590.0,16.7
9234,Tanzania,From RDC,Truck,Adult,30,76134,905233.26,11.89,0.4,Yes,9400.0,43758.8,930.58
9235,Côte d'Ivoire,From RDC,Truck,Adult,120,964,19318.56,20.04,0.17,Yes,6705.0,27664.61,23.9
9238,Tanzania,From RDC,Truck,Adult,30,1542,8851.08,5.74,0.19,Yes,9400.0,2317.16,10.95
9240,Mozambique,From RDC,Truck,Adult,60,100000,811000.0,8.11,0.14,Yes,48109.0,30202.86,833.71
9242,Côte d'Ivoire,From RDC,Air,Adult,60,24765,200844.15,8.11,0.14,Yes,2666.0,11186.09,248.44
9245,Uganda,From RDC,Truck,Adult,60,114630,771459.9,6.73,0.11,Yes,10166.0,4909.97,793.06
9246,Tanzania,From RDC,Truck,Adult,30,50000,594500.0,11.89,0.4,Yes,5446.0,27804.65,611.15
9248,Tanzania,From RDC,Truck,Adult,30,151208,1590708.16,10.52,0.35,Yes,20501.0,13765.17,1967.71
9249,Mozambique,From RDC,Truck,Adult,120,12800,241920.0,18.9,0.16,Yes,2844.0,4853.84,248.69
9251,Nigeria,From RDC,Air Charter,Pediatric,60,85800,321750.0,3.75,0.06,Yes,5605.0,45180.63,330.76
9252,Côte d'Ivoire,From RDC,Truck,Adult,60,24765,200844.15,8.11,0.14,Yes,2751.0,11438.93,206.47
9253,Uganda,From RDC,Truck,Adult,60,212934,1758834.84,8.26,0.14,Yes,27953.0,19248.7,1808.08
9255,Mozambique,From RDC,Truck,Adult,30,165917,1788585.26,10.78,0.36,Yes,45740.0,31113.19,1838.67
9257,Côte d'Ivoire,From RDC,Truck,Pediatric,240,3393,7125.3,2.1,0.01,Yes,1273.0,4783.36,7.32
9258,Côte d'Ivoire,From RDC,Air,Pediatric,240,7000,14700.0,2.1,0.01,Yes,2625.0,9868.54,15.11
9259,Mozambique,From RDC,Truck,Adult,60,26512,172858.24,6.52,0.11,Yes,2381.0,5073.25,177.7
9262,Nigeria,From RDC,Air Charter,Adult,30,19573,264626.96,13.52,0.45,Yes,1947.0,28812.57,272.04
9264,Burundi,From RDC,Air,Adult,120,200,4008.0,20.04,0.17,Yes,53.0,1621.53,4.12
9265,Rwanda,From RDC,Truck,Pediatric,60,1419,6385.5,4.5,0.08,Yes,71.0,961.06,6.56
9268,Tanzania,From RDC,Truck,Pediatric,60,17000,63410.0,3.73,0.06,Yes,931.0,6002.0,78.44
9269,Guyana,From RDC,Air,Adult,30,2158,12386.92,5.74,0.19,Yes,196.0,3009.33,12.73
9270,Mozambique,From RDC,Truck,Adult,60,5768,24917.76,4.32,0.07,Yes,592.0,598.91,25.62
9271,Zambia,From RDC,Truck,Adult,30,352500,3799950.0,10.78,0.36,Yes,82137.0,67855.39,3906.35
9275,Mozambique,From RDC,Truck,Adult,60,9784,63791.68,6.52,0.11,Yes,884.0,684.86,78.91
9277,Mozambique,From RDC,Truck,Adult,60,15000,97800.0,6.52,0.11,Yes,15659.0,10925.34,100.54
9278,Mozambique,From RDC,Truck,Adult,60,33922,275107.42,8.11,0.14,Yes,16611.0,11223.8,282.81
9279,Tanzania,From RDC,Truck,Pediatric,60,57859,215814.07,3.73,0.06,Yes,3090.0,17858.3,266.96
9282,Tanzania,From RDC,Truck,Adult,60,2469,27726.87,11.23,0.19,Yes,230.0,1163.2,34.3
9284,Tanzania,From RDC,Truck,Adult,30,17851,212248.39,11.89,0.4,Yes,2117.0,1663.18,218.19
9285,Uganda,From RDC,Air,Adult,30,3273,44250.96,13.52,0.45,Yes,389.0,2786.61,45.49
9286,Namibia,From RDC,Air,Adult,30,54147,643807.83,11.89,0.4,Yes,6425.0,35476.0,661.83
9287,Tanzania,From RDC,Truck,Pediatric,60,34374,73904.1,2.15,0.04,Yes,2346.0,1462.81,75.97
